# U (V)  f (Hz)   U_error f_error
6.00   0.43     0.05    0.01
7.00   0.53     0.05    0.01
8.00   0.62     0.05    0.01
9.00   0.68     0.05    0.01
9.99   0.80     0.05    0.02
11.01  0.89     0.05    0.02
11.98  0.98     0.05    0.02
12.99  1.07     0.05    0.02
14.00  1.17     0.05    0.02
15.00  1.26     0.05    0.03
