14444 9.8 10.8
13188 10.6 11.6
12560 11 12
11932 11.5 12.5
10676 12.6 13.6
9420 13.9 14.9
8164 15.4 16.4
6908 17.1 18.1
6280 18.1 19.1
5652 19.4 20.4
4396 22.1 23.1
3140 25.6 26.6
2512 27.5 28.5
1884 29.2 30.2
1256 29.9 30.9
942 29.9 29.9
785 30 31
