14444 10.3 11.3
13188 11.1 12.1
12560 11.8 12.8
11932 12.1 13.1
10676 13.1 14.1
9420 14.8 15.8
8164 16.4 17.4
6908 18.1 19.1
6280 19.5 20.5
5652 20.8 21.8
4396 24 25
3768 25.9 26.9
3140 28 29
2512 30.4 31.4
1884 33 34
1570 34.1 35.1
1256 35.4 36.4
1099 36 37
